time,P_stack,T_stack,H2,Q_delivered,W_pump,degradation_cost,y_on,y_off,y_standby,y_cold_start,wind,price,window_H2_max,active_mode
114,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,208177.6438,91.88999700000001,62257.62480097147,1104.0
115,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,206863.8129,91.88999700000001,62257.62480097147,1104.0
116,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,175793.8013,91.88999700000001,62257.62480097147,1104.0
117,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,167527.831,91.88999700000001,62257.62480097147,1104.0
118,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,197592.42,91.88999700000001,62257.62480097147,1104.0
119,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,209742.3405,91.88999700000001,62257.62480097147,1104.0
120,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,201692.1713,85.919997,62257.62480097147,1104.0
121,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,214305.5528,85.919997,62257.62480097147,1104.0
122,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,226914.0633,85.919997,62257.62480097147,1104.0
123,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,258178.4644,85.919997,62257.62480097147,1104.0
124,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,277825.855,85.919997,62257.62480097147,1104.0
125,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,297789.218,85.919997,62257.62480097147,1104.0
126,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,330661.586,60.269999999999996,62257.62480097147,1104.0
127,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,324485.238,60.269999999999996,62257.62480097147,1104.0
128,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,315103.068,60.269999999999996,62257.62480097147,1104.0
129,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,338368.2304,60.269999999999996,62257.62480097147,1104.0
130,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,342284.605,60.269999999999996,62257.62480097147,1104.0
131,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,362336.31,60.269999999999996,62257.62480097147,1104.0
132,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,356629.603,45.3,62257.62480097147,1104.0
133,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,355682.855,45.3,62257.62480097147,1104.0
134,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,353771.203,45.3,62257.62480097147,1104.0
135,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,351977.719,45.3,62257.62480097147,1104.0
136,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,357807.991,45.3,62257.62480097147,1104.0
137,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,360486.472,45.3,62257.62480097147,1104.0
138,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,366670.676,38.849999999999994,62257.62480097147,1104.0
139,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,373833.298,38.849999999999994,62257.62480097147,1104.0
140,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,376435.866,38.849999999999994,62257.62480097147,1104.0
141,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,380657.96,38.849999999999994,62257.62480097147,1104.0
142,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,380761.534,38.849999999999994,62257.62480097147,1104.0
143,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,388137.537,38.849999999999994,62257.62480097147,1104.0
144,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,388661.424,22.98,62257.62480097147,1104.0
145,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,389504.968,22.98,62257.62480097147,1104.0
146,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,387584.5349,22.98,62257.62480097147,1104.0
147,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,387205.639,22.98,62257.62480097147,1104.0
148,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,388254.497,22.98,62257.62480097147,1104.0
149,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,391192.622,22.98,62257.62480097147,1104.0
150,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,392277.214,21.06,62257.62480097147,1104.0
151,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,391961.963,21.06,62257.62480097147,1104.0
152,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,393521.266,21.06,62257.62480097147,1104.0
153,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,395476.924,21.06,62257.62480097147,1104.0
154,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,395513.93,21.06,62257.62480097147,1104.0
155,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,394208.303,21.06,62257.62480097147,1104.0
156,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,395689.956,5.76,62257.62480097147,1104.0
157,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,395206.334,5.76,62257.62480097147,1104.0
158,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,395567.91,5.76,62257.62480097147,1104.0
159,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,395639.244,5.76,62257.62480097147,1104.0
160,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,395781.926,5.76,62257.62480097147,1104.0
161,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,394954.169,5.76,62257.62480097147,1104.0
162,128250.0,350.649,445.5917505405248,22368.1103401004,362.13690708793007,296.9933041956159,1.0,0.0,0.0,0.0,392285.376,-0.15000000000000002,62257.62480097147,1104.0
163,29700.0,353.0488700780148,114.52694602148772,2324.6648042507186,37.636032254286235,273.19443348938205,1.0,0.0,0.0,0.0,37643.34037,-0.15000000000000002,62257.62480097147,1031.0
